#tax_id	GeneID	relationship	Other_tax_id	Other_GeneID
9606	5982	Ortholog	30419	104331846
9606	5982	Ortholog	30455	104078544
9606	5982	Ortholog	30538	102540942
9606	5982	Ortholog	30608	105858838
9606	5982	Ortholog	30611	100965737
9606	5982	Ortholog	31033	101063782
9606	5982	Ortholog	32536	106977502
9606	5982	Ortholog	34839	102018895
9606	5982	Ortholog	35019	106544357
9606	5982	Ortholog	36300	104024870
9606	5982	Ortholog	37003	108245783
9606	5982	Ortholog	37040	104261312
9606	5982	Ortholog	37293	105714920
9606	5982	Ortholog	38654	102376889
9606	5982	Ortholog	42254	101547828
9606	5982	Ortholog	42514	108427958
9606	5982	Ortholog	43179	101969208
9606	5982	Ortholog	43346	104998896
9606	5982	Ortholog	44394	102066337
9606	5982	Ortholog	48698	103153492
9606	5982	Ortholog	48699	106958742
9606	5982	Ortholog	48701	106934256
9606	5982	Ortholog	48883	102040686
9606	5982	Ortholog	50402	104286507
9606	5982	Ortholog	51337	101599011
9606	5982	Ortholog	51338	109687051
9606	5982	Ortholog	52644	104835490
9606	5982	Ortholog	52670	106533144
9606	5982	Ortholog	54374	104534220
9606	5982	Ortholog	54380	104164324
9606	5982	Ortholog	54383	104511606
9606	5982	Ortholog	55661	104060185
9606	5982	Ortholog	56313	104359155
9606	5982	Ortholog	57068	103797778
9606	5982	Ortholog	57397	104279770
9606	5982	Ortholog	57412	104562050
9606	5982	Ortholog	57421	103778910
9606	5982	Ortholog	59463	102430934
9606	5982	Ortholog	59538	102323717
9606	5982	Ortholog	59894	101812058
9606	5982	Ortholog	60711	103246617
9606	5982	Ortholog	61621	108526526
9606	5982	Ortholog	61622	104681370
9606	5982	Ortholog	61853	100587347
9606	5982	Ortholog	72004	102265592
9606	5982	Ortholog	73337	101399352
9606	5982	Ortholog	74533	102962091
9606	5982	Ortholog	79684	101998639
9606	5982	Ortholog	85066	103621553
9606	5982	Ortholog	89399	109460001
9606	5982	Ortholog	89462	102389988
9606	5982	Ortholog	93934	107322486
9606	5982	Ortholog	94827	104572660
9606	5982	Ortholog	94835	109293468
9606	5982	Ortholog	97097	104618125
9606	5982	Ortholog	100784	104634301
9606	5982	Ortholog	103944	107302352
9606	5982	Ortholog	105023	107391507
9606	5982	Ortholog	106582	101487225
9606	5982	Ortholog	109280	109510371
9606	5982	Ortholog	109478	102248266
9606	5982	Ortholog	113540	108924688
9606	5982	Ortholog	118200	104300225
9606	5982	Ortholog	118797	103075241
9606	5982	Ortholog	121530	104376033
9606	5982	Ortholog	125878	108784524
9606	5982	Ortholog	127582	101341497
9606	5982	Ortholog	128390	104016116
9606	5982	Ortholog	132908	105299670
9606	5982	Ortholog	143302	101627867
9606	5982	Ortholog	144197	103358299
9606	5982	Ortholog	146911	107124640
9606	5982	Ortholog	175836	104493054
9606	5982	Ortholog	176057	104406345
9606	5982	Ortholog	176946	103055645
9606	5982	Ortholog	181119	102114555
9606	5982	Ortholog	185453	102824052
9606	5982	Ortholog	186990	109385062
9606	5982	Ortholog	187382	104483459
9606	5982	Ortholog	188344	104352992
9606	5982	Ortholog	188379	104131890
9606	5982	Ortholog	198806	106894609
9606	5982	Ortholog	202946	106497611
9606	5982	Ortholog	215358	104938028
9606	5982	Ortholog	216574	105404538
9606	5982	Ortholog	225400	102758777
9606	5982	Ortholog	230844	102927968
9606	5982	Ortholog	240206	104470705
9606	5982	Ortholog	244447	103384450
9606	5982	Ortholog	246437	102483120
9606	5982	Ortholog	279965	104529488
9606	5982	Ortholog	291302	107526544
9606	5982	Ortholog	303518	102210475
9606	5982	Ortholog	310752	103000117
9606	5982	Ortholog	321398	108504192
9606	5982	Ortholog	328815	103763595
9606	5982	Ortholog	336983	105503702
9606	5982	Ortholog	345164	102059579
9606	5982	Ortholog	379532	105807044
9606	5982	Ortholog	381198	106041502
9606	5982	Ortholog	419612	102515512
9606	5982	Ortholog	441894	104146203
9606	5982	Ortholog	482537	103588954
9606	5982	Ortholog	885580	104858744
9606	5982	Ortholog	932674	104691131
9606	5982	Ortholog	1026970	103748490
9606	5982	Ortholog	1230840	103196694
9606	5982	Ortholog	1737458	108307887
9606	5982	Related pseudogene	9606	100533727
9606	93587	Ortholog	7897	102359207
9606	93587	Ortholog	7918	102696896
9606	93587	Ortholog	7950	105912798
9606	93587	Ortholog	7955	560222
9606	93587	Ortholog	7962	109065196
9606	93587	Ortholog	7994	103028907
9606	93587	Ortholog	7998	108268295
9606	93587	Ortholog	8010	105022119
9606	93587	Ortholog	8078	105938425
9606	93587	Ortholog	8081	103480094
9606	93587	Ortholog	8090	101158639
9606	93587	Ortholog	8128	100712517
9606	93587	Ortholog	8187	108895198
9606	93587	Ortholog	8255	109637682
9606	93587	Ortholog	8364	493374
9606	93587	Ortholog	8469	102947240
9606	93587	Ortholog	8479	101953154
9606	93587	Ortholog	8496	102560464
9606	93587	Ortholog	8502	109322308
9606	93587	Ortholog	8839	101805228
9606	93587	Ortholog	8897	104393656
9606	93587	Ortholog	8932	102097793
9606	93587	Ortholog	8969	104321250
9606	93587	Ortholog	9031	422708
9606	93587	Ortholog	9103	100546245
9606	93587	Ortholog	9135	103826031
9606	93587	Ortholog	9157	107202993
9606	93587	Ortholog	9172	106852561
9606	93587	Ortholog	9209	104045598
9606	93587	Ortholog	9233	103894210
9606	93587	Ortholog	9238	103919513
9606	93587	Ortholog	9244	103536226
9606	93587	Ortholog	9258	100076668
9606	93587	Ortholog	9305	100920234
9606	93587	Ortholog	9361	101415132
9606	93587	Ortholog	9365	103125152
9606	93587	Ortholog	9371	101659521
9606	93587	Ortholog	9402	102898955
9606	93587	Ortholog	9407	107517919
9606	93587	Ortholog	9478	103254320
9606	93587	Ortholog	9483	100410417
9606	93587	Ortholog	9531	105571355
9606	93587	Ortholog	9541	102126911
9606	93587	Ortholog	9544	708751
9606	93587	Ortholog	9545	105486370
9606	93587	Ortholog	9555	101019401
9606	93587	Ortholog	9568	105531439
9606	93587	Ortholog	9593	101138560
9606	93587	Ortholog	9597	100972684
9606	93587	Ortholog	9598	744323
9606	93587	Ortholog	9601	100455246
9606	93587	Ortholog	9615	487872
9606	93587	Ortholog	9646	100479277
9606	93587	Ortholog	9669	101687671
9606	93587	Ortholog	9685	101099879
9606	93587	Ortholog	9691	109247237
9606	93587	Ortholog	9708	101367872
9606	93587	Ortholog	9713	102736005
9606	93587	Ortholog	9733	101276300
9606	93587	Ortholog	9739	101323029
9606	93587	Ortholog	9755	102996383
9606	93587	Ortholog	9785	100659629
9606	93587	Ortholog	9793	106834447
9606	93587	Ortholog	9796	100066636
9606	93587	Ortholog	9798	103562975
9606	93587	Ortholog	9823	100512243
9606	93587	Ortholog	9837	105067897
9606	93587	Ortholog	9838	105089546
9606	93587	Ortholog	9913	616544
9606	93587	Ortholog	9915	109560314
9606	93587	Ortholog	9925	102179927
9606	93587	Ortholog	9940	101111193
9606	93587	Ortholog	9974	108410052
9606	93587	Ortholog	9978	101533923
9606	93587	Ortholog	9986	100349170
9606	93587	Ortholog	9994	107141340
9606	93587	Ortholog	10020	105991183
9606	93587	Ortholog	10029	100758993
9606	93587	Ortholog	10036	101823316
9606	93587	Ortholog	10090	108943
9606	93587	Ortholog	10116	295496
9606	93587	Ortholog	10141	100733117
9606	93587	Ortholog	10160	101571816
9606	93587	Ortholog	10181	101703119
9606	93587	Ortholog	13146	101876667
9606	93587	Ortholog	13616	100015691
9606	93587	Ortholog	13735	102461504
9606	93587	Ortholog	27679	101037386
9606	93587	Ortholog	28377	100552544
9606	93587	Ortholog	28737	102865556
9606	93587	Ortholog	28743	107102685
9606	93587	Ortholog	29073	103677926
9606	93587	Ortholog	29078	103299812
9606	93587	Ortholog	30419	104331645
9606	93587	Ortholog	30455	104082199
9606	93587	Ortholog	30538	102528022
9606	93587	Ortholog	30608	105856570
9606	93587	Ortholog	30611	100958311
9606	93587	Ortholog	31033	101067246
9606	93587	Ortholog	32536	106972166
9606	93587	Ortholog	34839	102023493
9606	93587	Ortholog	35019	106541417
9606	93587	Ortholog	36300	104025557
9606	93587	Ortholog	37003	108242266
9606	93587	Ortholog	37040	104252054
9606	93587	Ortholog	37293	105706934
9606	93587	Ortholog	38654	102382962
9606	93587	Ortholog	42254	101546405
9606	93587	Ortholog	42514	108440132
9606	93587	Ortholog	43179	101975976
9606	93587	Ortholog	43346	104994657
9606	93587	Ortholog	44394	102072829
9606	93587	Ortholog	48698	103131728
9606	93587	Ortholog	48701	106903425
9606	93587	Ortholog	48883	102038882
9606	93587	Ortholog	50402	104286868
9606	93587	Ortholog	51337	101616944
9606	93587	Ortholog	51338	109697419
9606	93587	Ortholog	52644	104843314
9606	93587	Ortholog	52670	106526471
9606	93587	Ortholog	54374	104536981
9606	93587	Ortholog	54380	104163327
9606	93587	Ortholog	54383	104516398
9606	93587	Ortholog	55661	104057216
9606	93587	Ortholog	56313	104366908
9606	93587	Ortholog	57068	103811313
9606	93587	Ortholog	57397	104268584
9606	93587	Ortholog	57412	104556564
9606	93587	Ortholog	57421	103774419
9606	93587	Ortholog	59463	102427166
9606	93587	Ortholog	59538	102320151
9606	93587	Ortholog	59729	100231180
9606	93587	Ortholog	59894	101820930
9606	93587	Ortholog	60711	103236029
9606	93587	Ortholog	61621	108515434
9606	93587	Ortholog	61622	104668843
9606	93587	Ortholog	61853	100588899
9606	93587	Ortholog	72004	102267670
9606	93587	Ortholog	73337	101394560
9606	93587	Ortholog	74533	102968663
9606	93587	Ortholog	79684	102002103
9606	93587	Ortholog	85066	103617311
9606	93587	Ortholog	89399	109461433
9606	93587	Ortholog	89462	102409626
9606	93587	Ortholog	93934	107313676
9606	93587	Ortholog	94827	104572265
9606	93587	Ortholog	94835	109304053
9606	93587	Ortholog	97097	104614819
9606	93587	Ortholog	100784	104633817
9606	93587	Ortholog	103944	107288764
9606	93587	Ortholog	105023	107384750
9606	93587	Ortholog	109280	109520291
9606	93587	Ortholog	109478	102242600
9606	93587	Ortholog	113540	108938807
9606	93587	Ortholog	118200	104305246
9606	93587	Ortholog	118797	103087940
9606	93587	Ortholog	121530	104382599
9606	93587	Ortholog	125878	108793358
9606	93587	Ortholog	127582	101356391
9606	93587	Ortholog	128390	104021188
9606	93587	Ortholog	132908	105293042
9606	93587	Ortholog	144197	103361687
9606	93587	Ortholog	146911	107114464
9606	93587	Ortholog	175836	104492112
9606	93587	Ortholog	176057	104402581
9606	93587	Ortholog	176946	103067955
9606	93587	Ortholog	181119	102104860
9606	93587	Ortholog	185453	102817990
9606	93587	Ortholog	186990	109392943
9606	93587	Ortholog	187382	104478751
9606	93587	Ortholog	188344	104346899
9606	93587	Ortholog	188379	104122613
9606	93587	Ortholog	198806	106887481
9606	93587	Ortholog	202946	106491888
9606	93587	Ortholog	215358	104932810
9606	93587	Ortholog	216574	105400617
9606	93587	Ortholog	225400	102774901
9606	93587	Ortholog	230844	102918918
9606	93587	Ortholog	244447	103385201
9606	93587	Ortholog	246437	102480415
9606	93587	Ortholog	279965	104527829
9606	93587	Ortholog	291302	107545530
9606	93587	Ortholog	303518	102194120
9606	93587	Ortholog	310752	103016393
9606	93587	Ortholog	321398	108500906
9606	93587	Ortholog	328815	103766200
9606	93587	Ortholog	336983	105512661
9606	93587	Ortholog	345164	102053593
9606	93587	Ortholog	379532	105807646
9606	93587	Ortholog	381198	106048123
9606	93587	Ortholog	419612	102524128
9606	93587	Ortholog	441894	104153428
9606	93587	Ortholog	482537	103602749
9606	93587	Ortholog	885580	104847863
9606	93587	Ortholog	932674	104697084
9606	93587	Ortholog	1026970	103728046
9606	93587	Ortholog	1230840	103203777
9606	93587	Ortholog	1737458	108291183
